"id","m_element","meaning"
"1302","患","disease"
"1303","患","suffer from"
"1304","患","be ill"
"1305","感","emotion"
"1306","感","feeling"
"1307","感","sensation"
"1308","慣","accustomed"
"1309","慣","get used to"
"1310","慣","become experienced"
"1311","憾","remorse"
"1312","憾","regret"
"1313","憾","be sorry"
"1314","換","interchange"
"1315","換","period"
"1316","換","change"
"1317","換","convert"
"1318","換","replace"
"1319","換","renew"
"1320","敢","daring"
"1321","敢","brave"
"1322","敢","bold"
"1323","敢","sad"
"1324","敢","tragic"
"1325","敢","pitiful"
"1326","柑","citrus"
"1327","柑","orange"
"1328","桓","marking post"
"1329","棺","coffin"
"1330","棺","casket"
"1331","款","goodwill"
"1332","款","article"
"1333","款","section"
"1334","款","friendship"
"1335","款","collusion"
"1336","歓","delight"
"1337","歓","joy"
"1338","汗","sweat"
"1339","汗","perspire"
"1340","漢","Sino-"
"1341","漢","China"
"1342","澗","valley river"
"1343","澗","10**36"
"1344","潅","pour into"
"1345","潅","irrigate"
"1346","潅","shed (tears)"
"1347","潅","flow into"
"1348","潅","concentrate on"
"1349","環","ring"
"1350","環","circle"
"1351","環","loop"
"1352","甘","sweet"
"1353","甘","coax"
"1354","甘","pamper"
"1355","甘","be content"
"1356","甘","sugary"
"1357","監","oversee"
"1358","監","official"
"1359","監","govt office"
"1360","監","rule"
"1361","監","administer"
"1362","看","watch over"
"1363","看","see"
"1364","竿","pole"
"1365","竿","rod"
"1366","竿","scale beam"
"1367","竿","violin neck"
"1368","管","pipe"
"1369","管","tube"
"1370","管","wind instrument"
"1371","管","drunken talk"
"1372","管","control"
"1373","管","jurisdiction"
"1374","簡","simplicity"
"1375","簡","brevity"
"1376","緩","slacken"
"1377","緩","loosen"
"1378","緩","relax"
"1379","緩","lessen"
"1380","緩","be moderate"
"1381","緩","ease"
"1382","缶","tin can"
"1383","缶","container"
"1384","缶","jar radical (no. 121)"
"1385","翰","letter"
"1386","翰","writing brush"
"1387","肝","liver"
"1388","肝","pluck"
"1389","肝","nerve"
"1390","肝","chutzpah"
"1391","艦","warship"
"1392","莞","smiling"
"1393","莞","reed used to cover tatami"
"1394","観","outlook"
"1395","観","look"
"1396","観","appearance"
"1397","観","condition"
"1398","観","view"
"1399","諌","admonish"
"1400","諌","dissuade"
"1401","貫","pierce"
"1402","貫","8 1/3lbs"
"1403","貫","penetrate"
"1404","貫","brace"
"1405","還","send back"
"1406","還","return"
"1407","鑑","specimen"
"1408","鑑","take warning from"
"1409","鑑","learn from"
"1410","間","interval"
"1411","間","space"
"1412","閑","leisure"
"1413","関","connection"
"1414","関","barrier"
"1415","関","gateway"
"1416","関","involve"
"1417","関","concerning"
"1418","陥","collapse"
"1419","陥","fall into"
"1420","陥","cave in"
"1421","陥","fall (castle)"
"1422","陥","slide into"
"1423","韓","Korea"
"1424","館","building"
"1425","館","mansion"
"1426","館","large building"
"1427","館","palace"
"1428","舘","mansion"
"1429","舘","large building"
"1430","舘","palace"
"1431","丸","round"
"1432","丸","full (month)"
"1433","丸","perfection"
"1434","丸","-ship"
"1435","丸","pills"
"1436","丸","make round"
"1437","丸","roll up"
"1438","丸","curl up"
"1439","丸","seduce"
"1440","丸","explain away"
"1441","含","contain"
"1442","含","include"
"1443","含","hold in the mouth"
"1444","含","bear in mind"
"1445","含","understand"
"1446","含","cherish"
"1447","岸","beach"
"1448","巌","rock"
"1449","巌","crag"
"1450","巌","boulder"
"1451","玩","play"
"1452","玩","take pleasure in"
"1453","玩","trifle with"
"1454","玩","make sport of"
"1455","癌","cancer"
"1456","癌","cancerous evil"
"1457","眼","eyeball"
"1458","岩","boulder"
"1459","岩","rock"
"1460","岩","cliff"
"1461","翫","take pleasure in"
"1462","翫","play instrument"
"1463","贋","counterfeit"
"1464","贋","forgery"
"1465","雁","wild goose"
"1466","頑","stubborn"
"1467","頑","foolish"
"1468","頑","firmly"
"1469","顔","face"
"1470","顔","expression"
"1471","願","petition"
"1472","願","request"
"1473","願","vow"
"1474","願","wish"
"1475","願","hope"
"1476","企","undertake"
"1477","企","scheme"
"1478","企","design"
"1479","企","attempt"
"1480","企","plan"
"1481","伎","deed"
"1482","伎","skill"
"1483","危","dangerous"
"1484","危","fear"
"1485","危","uneasy"
"1486","喜","rejoice"
"1487","喜","take pleasure in"
"1488","器","utensil"
"1489","器","vessel"
"1490","器","receptacle"
"1491","器","implement"
"1492","器","instrument"
"1493","器","ability"
"1494","器","container"
"1495","器","tool"
"1496","器","set"
"1497","基","fundamentals"
"1498","基","radical (chem)"
"1499","基","counter for machines"
"1500","基","foundation"
"1501","奇","strange"
"1502","奇","strangeness"
"1503","奇","curiosity"
"1504","嬉","glad"
"1505","嬉","pleased"
"1506","嬉","rejoice"
"1507","寄","draw near"
"1508","寄","stop in"
"1509","寄","bring near"
"1510","寄","gather"
"1511","寄","collect"
"1512","寄","send"
"1513","寄","forward"
"1514","岐","branch off"
"1515","岐","fork in road"
"1516","岐","scene"
"1517","岐","arena"
"1518","岐","theater"
"1519","希","hope"
"1520","希","beg"
"1521","希","request"
"1522","希","pray"
"1523","希","beseech"
"1524","希","Greece"
"1525","希","dilute (acid)"
"1526","希","rare"
"1527","希","few"
"1528","希","phenomenal"
"1529","幾","how many"
"1530","幾","how much"
"1531","幾","how far"
"1532","幾","how long"
"1533","幾","some"
"1534","幾","several"
"1535","忌","mourning"
"1536","忌","abhor"
"1537","忌","detestable"
"1538","忌","death anniversary"
"1539","揮","brandish"
"1540","揮","wave"
"1541","揮","wag"
"1542","揮","swing"
"1543","揮","shake"
"1544","机","desk"
"1545","机","table"
"1546","旗","national flag"
"1547","旗","banner"
"1548","旗","standard"
"1549","既","previously"
"1550","既","already"
"1551","既","long ago"
"1552","期","period"
"1553","期","time"
"1554","期","date"
"1555","期","term"
"1556","棋","chess piece"
"1557","棋","Japanese chess"
"1558","棋","shogi"
"1559","棄","abandon"
"1560","棄","throw away"
"1561","棄","discard"
"1562","棄","resign"
"1563","棄","reject"
"1564","棄","sacrifice"
"1565","機","loom"
"1566","機","mechanism"
"1567","機","machine"
"1568","機","airplane"
"1569","機","opportunity"
"1570","機","potency"
"1571","機","efficacy"
"1572","機","occasion"
"1573","帰","homecoming"
"1574","帰","arrive at"
"1575","帰","lead to"
"1576","帰","result in"
"1577","毅","strong"
"1578","気","spirit"
"1579","気","mind"
"1580","気","air"
"1581","気","atmosphere"
"1582","気","mood"
"1583","汽","vapor"
"1584","汽","steam"
"1585","畿","capital"
"1586","畿","suburbs of capital"
"1587","祈","pray"
"1588","祈","wish"
"1589","季","seasons"
"1590","稀","rare"
"1591","稀","phenomenal"
"1592","稀","dilute (acid)"
"1593","紀","chronicle"
"1594","紀","account"
"1595","紀","narrative"
"1596","紀","history"
"1597","紀","annals"
"1598","紀","geologic period"
"1599","徽","good"
"1600","徽","beautiful"
"1601","徽","badge"
"1602","規","standard"
"1603","規","measure"
"1604","記","scribe"
"1605","記","account"
"1606","記","narrative"
"1607","貴","precious"
"1608","貴","value"
"1609","貴","prize"
"1610","貴","esteem"
"1611","貴","honor"
"1612","起","rouse"
"1613","起","wake up"
"1614","起","get up"
"1615","軌","rut"
"1616","軌","wheel"
"1617","軌","track"
"1618","軌","model"
"1619","軌","way of doing"
"1620","輝","radiance"
"1621","輝","shine"
"1622","輝","sparkle"
"1623","輝","gleam"
"1624","輝","twinkle"
"1625","飢","hungry"
"1626","飢","starve"
"1627","騎","equestrian"
"1628","騎","riding on horses"
"1629","騎","counter for equestrians"
"1630","鬼","ghost"
"1631","鬼","devil"
"1632","亀","tortoise"
"1633","亀","turtle"
"1634","偽","falsehood"
"1635","偽","lie"
"1636","偽","deceive"
"1637","偽","pretend"
"1638","偽","counterfeit"
"1639","偽","forgery"
"1640","儀","ceremony"
"1641","儀","rule"
"1642","儀","affair"
"1643","儀","case"
"1644","儀","a matter"
"1645","妓","stretch"
"1646","妓","singing girl"
"1647","妓","geisha"
"1648","妓","prostitute"
"1649","宜","best regards"
"1650","宜","good"
"1651","戯","frolic"
"1652","戯","play"
"1653","戯","sport"
"1654","技","skill"
"1655","技","art"
"1656","技","craft"
"1657","技","ability"
"1658","技","feat"
"1659","技","performance"
"1660","技","vocation"
"1661","技","arts"
"1662","擬","mimic"
"1663","擬","aim (a gun) at"
"1664","擬","nominate"
"1665","擬","imitate"
"1666","欺","deceit"
"1667","欺","cheat"
"1668","欺","delude"
"1669","犠","sacrifice"
"1670","疑","doubt"
"1671","疑","distrust"
"1672","疑","be suspicious"
"1673","疑","question"
"1674","祇","national or local god"
"1675","祇","peaceful"
"1676","祇","great"
"1677","義","righteousness"
"1678","義","justice"
"1679","義","morality"
"1680","義","honor"
"1681","義","loyalty"
"1682","義","meaning"
"1683","蟻","ant"
"1684","誼","friendship"
"1685","誼","intimacy"
"1686","議","deliberation"
"1687","議","consultation"
"1688","議","debate"
"1689","議","consideration"
"1690","掬","scoop up water with the hand"
"1691","菊","chrysanthemum"
"1692","鞠","ball"
"1693","吉","good luck"
"1694","吉","joy"
"1695","吉","congratulations"
"1696","吃","stammer"
"1697","喫","consume"
"1698","喫","eat"
"1699","喫","drink"
"1700","喫","smoke"
"1701","喫","receive (a blow)"
"1702","桔","used in plant names"
"1703","橘","mandarin orange"
"1704","詰","packed"
"1705","詰","close"
"1706","詰","pressed"
"1707","詰","reprove"
"1708","詰","rebuke"
"1709","詰","blame"
"1710","砧","fulling block"
"1711","杵","wooden pestle"
"1712","黍","millet"
"1713","却","instead"
"1714","却","on the contrary"
"1715","却","rather"
"1716","却","step back"
"1717","却","withdraw"
"1718","却","retreat"
"1719","客","guest"
"1720","客","visitor"
"1721","客","customer"
"1722","客","client"
"1723","脚","skids"
"1724","脚","leg"
"1725","脚","undercarriage"
"1726","脚","lower part"
"1727","脚","base"
"1728","虐","tyrannize"
"1729","虐","oppress"
"1730","逆","inverted"
"1731","逆","reverse"
"1732","逆","opposite"
"1733","逆","wicked"
"1734","丘","hill"
"1735","丘","knoll"
"1736","久","long time"
"1737","久","old story"
"1738","仇","foe"
"1739","仇","enemy"
"1740","仇","revenge"
"1741","仇","grudge"
"1742","仇","feud"
"1743","休","rest"
"1744","休","day off"
"1745","休","retire"
"1746","休","sleep"
"1747","及","reach out"
"1748","及","exert"
"1749","及","exercise"
"1750","及","cause"
"1751","吸","suck"
"1752","吸","imbibe"
"1753","吸","inhale"
"1754","吸","sip"
"1755","宮","Shinto shrine"
"1756","宮","constellations"
"1757","宮","palace"
"1758","宮","princess"
"1759","弓","bow"
"1760","弓","bow (archery, violin)"
"1761","急","hurry"
"1762","急","emergency"
"1763","急","sudden"
"1764","急","steep"
"1765","救","salvation"
"1766","救","save"
"1767","救","help"
"1768","救","rescue"
"1769","救","reclaim"
"1770","朽","decay"
"1771","朽","rot"
"1772","朽","remain in seclusion"
"1773","求","request"
"1774","求","want"
"1775","求","wish for"
"1776","求","require"
"1777","求","demand"
"1778","汲","draw (water)"
"1779","汲","ladle"
"1780","汲","scoop"
"1781","汲","pump"
"1782","泣","cry"
"1783","泣","weep"
"1784","泣","moan"
"1785","灸","moxa cautery"
"1786","灸","chastisement"
"1787","球","ball"
"1788","球","sphere"
"1789","究","research"
"1790","究","study"
"1791","窮","hard up"
"1792","窮","destitute"
"1793","窮","suffer"
"1794","窮","perplexed"
"1795","窮","cornered"
"1796","笈","backpack bookcase"
"1797","級","class"
"1798","級","rank"
"1799","級","grade"
"1800","糾","twist"
"1801","糾","ask"
"1802","糾","investigate"
"1803","糾","verify"
"1804","給","salary"
"1805","給","wage"
"1806","給","gift"
"1807","給","allow"
"1808","給","grant"
"1809","給","bestow on"
"1810","旧","old times"
"1811","旧","old things"
"1812","旧","old friend"
"1813","旧","former"
"1814","旧","ex-"
"1815","牛","cow"
"1816","去","gone"
"1817","去","past"
"1818","去","quit"
"1819","去","leave"
"1820","去","elapse"
"1821","去","eliminate"
"1822","去","divorce"
"1823","居","reside"
"1824","居","to be"
"1825","居","exist"
"1826","居","live with"
"1827","巨","gigantic"
"1828","巨","big"
"1829","巨","large"
"1830","巨","great"
"1831","拒","repel"
"1832","拒","refuse"
"1833","拒","reject"
"1834","拒","decline"
"1835","拠","foothold"
"1836","拠","based on"
"1837","拠","follow"
"1838","拠","therefore"
"1839","挙","raise"
"1840","挙","plan"
"1841","挙","project"
"1842","挙","behavior"
"1843","挙","actions"
"1844","渠","ditch"
"1845","渠","canal"
"1846","渠","lock"
"1847","虚","void"
"1848","虚","emptiness"
"1849","虚","unpreparedness"
"1850","虚","crack"
"1851","虚","fissure"
"1852","虚","untruth"
"1853","許","permit"
"1854","許","approve"
"1855","距","long-distance"
"1856","距","spur"
"1857","距","fetlock"
"1858","鋸","saw (cuts wood)"
"1859","漁","fishing"
"1860","漁","fishery"
"1861","禦","defend"
"1862","禦","protect"
"1863","禦","resist"
"1864","禦","ward off"
"1865","魚","fish"
"1866","亨","pass through"
"1867","亨","go smoothly"
"1868","享","enjoy"
"1869","享","receive"
"1870","享","undergo"
"1871","享","answer (phone)"
"1872","享","take"
"1873","享","get"
"1874","享","catch"
"1875","京","capital"
"1876","京","10**16"
"1877","供","submit"
"1878","供","offer"
"1879","供","present"
"1880","供","serve (meal)"
"1881","供","accompany"
"1882","侠","tomboy"
"1883","侠","chivalry"
"1884","僑","expatriate"
"1885","僑","person living abroad"
"1886","僑","temporary home"
"1887","兇","wickedness"
"1888","競","emulate"
"1889","競","compete with"
"1890","競","bid"
"1891","競","sell at auction"
"1892","競","bout"
"1893","競","contest"
"1894","競","race"
"1895","共","together"
"1896","共","both"
"1897","共","neither"
"1898","共","all"
"1899","共","and"
"1900","共","alike"
"1901","共","with"
"1902","凶","villain"
"1903","凶","evil"
"1904","凶","bad luck"
"1905","凶","disaster"
"1906","協","co-"
"1907","協","cooperation"
"1908","匡","correct"
"1909","匡","save"
"1910","匡","assist"
"1911","卿","you"
"1912","卿","lord"
"1913","卿","secretary"
"1914","卿","state minister"
"1915","叫","shout"
"1916","叫","exclaim"
"1917","叫","yell"
"1918","喬","high"
"1919","喬","boasting"
"1920","境","boundary"
"1921","境","border"
"1922","境","region"
"1923","峡","gorge"
"1924","峡","ravine"
"1925","強","strong"
"1926","彊","strong"
"1927","怯","cowardice"
"1928","怯","wince"
"1929","怯","flinch"
"1930","怯","hesitate"
"1931","怯","waver"
"1932","恐","fear"
"1933","恐","dread"
"1934","恐","awe"
"1935","恭","respect"
"1936","恭","reverent"
"1937","挟","pinch"
"1938","挟","between"
"1939","教","teach"
"1940","教","faith"
"1941","教","doctrine"
"1942","橋","bridge"
"1943","況","condition"
"1944","況","situation"
"1945","狂","lunatic"
"1946","狂","insane"
"1947","狂","crazy"
"1948","狂","confuse"
"1949","狭","cramped"
"1950","狭","narrow"
"1951","狭","contract"
"1952","狭","tight"
"1953","矯","rectify"
"1954","矯","straighten"
"1955","矯","correct"
"1956","矯","reform"
"1957","矯","cure"
"1958","矯","control"
"1959","矯","pretend"
"1960","矯","falsify"
"1961","胸","bosom"
"1962","胸","breast"
"1963","胸","chest"
"1964","胸","heart"
"1965","胸","feelings"
"1966","脅","threaten"
"1967","脅","coerce"
"1968","興","entertain"
"1969","興","revive"
"1970","興","retrieve"
"1971","興","interest"
"1972","興","pleasure"
"1973","蕎","buckwheat"
"1974","郷","home town"
"1975","郷","village"
"1976","郷","native place"
